strain	accession	name	segment	date	host	country	abbreviation	virus
EV71/Homo_sapiens/VNM/117/2012	KJ686138	EV71/Homo_sapiens/VNM/117/2012		2012-04-12	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/119/2012	KJ686267	EV71/Homo_sapiens/VNM/119/2012		2012-04-12	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/12/2011	KJ686301	EV71/Homo_sapiens/VNM/12/2011		2011-10-11	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/121/2012	KJ686277	EV71/Homo_sapiens/VNM/121/2012		2012-04-16	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/122/2012	KJ686132	EV71/Homo_sapiens/VNM/122/2012		2012-04-17	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/123/2012	KJ686131	EV71/Homo_sapiens/VNM/123/2012		2012-04-18	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/127/2012	KJ686248	EV71/Homo_sapiens/VNM/127/2012		2012-04-21	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/128/2012	KJ686220	EV71/Homo_sapiens/VNM/128/2012		2012-04-22	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/129/2012	KJ686296	EV71/Homo_sapiens/VNM/129/2012		2012-04-22	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/13/2011	KJ686158	EV71/Homo_sapiens/VNM/13/2011		2011-10-11	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/130/2012	KJ686282	EV71/Homo_sapiens/VNM/130/2012		2012-04-24	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/131/2012	KJ686263	EV71/Homo_sapiens/VNM/131/2012		2012-04-25	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/132/2012	KJ686146	EV71/Homo_sapiens/VNM/132/2012		2012-04-25	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/133/2012	KJ686137	EV71/Homo_sapiens/VNM/133/2012		2012-04-25	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/134/2012	KJ686289	EV71/Homo_sapiens/VNM/134/2012		2012-04-25	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/135/2012	KJ686152	EV71/Homo_sapiens/VNM/135/2012		2012-05-02	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/136/2012	KJ686163	EV71/Homo_sapiens/VNM/136/2012		2012-05-02	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/138/2012	KJ686196	EV71/Homo_sapiens/VNM/138/2012		2012-05-04	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/14/2011	KJ686209	EV71/Homo_sapiens/VNM/14/2011		2011-10-16	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/142/2012	KJ686216	EV71/Homo_sapiens/VNM/142/2012		2012-05-09	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/143/2012	KJ686155	EV71/Homo_sapiens/VNM/143/2012		2012-05-11	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/144/2012	KJ686293	EV71/Homo_sapiens/VNM/144/2012		2012-05-12	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/148/2012	KJ686236	EV71/Homo_sapiens/VNM/148/2012		2012-05-21	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/149/2012	KJ686254	EV71/Homo_sapiens/VNM/149/2012		2012-05-22	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/15/2011	KJ686179	EV71/Homo_sapiens/VNM/15/2011		2011-10-16	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/150/2012	KJ686129	EV71/Homo_sapiens/VNM/150/2012		2012-05-24	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/151/2012	KJ686300	EV71/Homo_sapiens/VNM/151/2012		2012-05-25	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/152/2012	KJ686128	EV71/Homo_sapiens/VNM/152/2012		2012-05-28	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/153/2012	KJ686151	EV71/Homo_sapiens/VNM/153/2012		2012-05-31	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/154/2012	KJ686224	EV71/Homo_sapiens/VNM/154/2012		2012-06-06	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/155/2012	KJ686287	EV71/Homo_sapiens/VNM/155/2012		2012-06-06	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/156/2012	KJ686271	EV71/Homo_sapiens/VNM/156/2012		2012-06-15	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/157/2012	KJ686226	EV71/Homo_sapiens/VNM/157/2012		2012-06-20	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/159/2012	KJ686253	EV71/Homo_sapiens/VNM/159/2012		2012-06-29	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/16/2011	KJ686275	EV71/Homo_sapiens/VNM/16/2011		2011-10-16	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/160/2012	KJ686199	EV71/Homo_sapiens/VNM/160/2012		2012-07-04	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/161/2012	KJ686157	EV71/Homo_sapiens/VNM/161/2012		2012-07-20	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/162/2012	KJ686201	EV71/Homo_sapiens/VNM/162/2012		2012-07-21	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/163/2012	KJ686266	EV71/Homo_sapiens/VNM/163/2012		2012-08-20	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/164/2012	KJ686219	EV71/Homo_sapiens/VNM/164/2012		2012-08-23	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/166/2012	KJ686249	EV71/Homo_sapiens/VNM/166/2012		2012-09-08	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/167/2012	KJ686295	EV71/Homo_sapiens/VNM/167/2012		2012-09-08	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/168/2012	KJ686176	EV71/Homo_sapiens/VNM/168/2012		2012-09-20	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/169/2012	KJ686246	EV71/Homo_sapiens/VNM/169/2012		2012-09-21	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/17/2011	KJ686178	EV71/Homo_sapiens/VNM/17/2011		2011-10-19	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/170/2012	KJ686252	EV71/Homo_sapiens/VNM/170/2012		2012-10-06	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/171/2012	KJ686270	EV71/Homo_sapiens/VNM/171/2012		2012-10-23	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/173/2012	KJ686250	EV71/Homo_sapiens/VNM/173/2012		2012-10-30	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/174/2012	KJ686211	EV71/Homo_sapiens/VNM/174/2012		2012-11-02	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/175/2012	KJ686159	EV71/Homo_sapiens/VNM/175/2012		2012-11-02	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/176/2012	KJ686234	EV71/Homo_sapiens/VNM/176/2012		2012-11-03	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/177/2012	KJ686264	EV71/Homo_sapiens/VNM/177/2012		2012-11-07	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/178/2012	KJ686134	EV71/Homo_sapiens/VNM/178/2012		2012-11-15	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/179/2012	KJ686222	EV71/Homo_sapiens/VNM/179/2012		2012-11-22	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/180/2012	KJ686140	EV71/Homo_sapiens/VNM/180/2012		2012-11-23	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/184/2012	KJ686193	EV71/Homo_sapiens/VNM/184/2012		2012-12-21	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/185/2012	KJ686192	EV71/Homo_sapiens/VNM/185/2012		2012-12-20	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/186/2011	KJ686189	EV71/Homo_sapiens/VNM/186/2011		2011-09-28	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/189/2011	KJ686232	EV71/Homo_sapiens/VNM/189/2011		2011-09-29	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/19/2011	KJ686173	EV71/Homo_sapiens/VNM/19/2011		2011-10-21	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/191/2011	KJ686308	EV71/Homo_sapiens/VNM/191/2011		2011-10-04	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/192/2011	KJ686297	EV71/Homo_sapiens/VNM/192/2011		2011-10-05	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/193/2011	KJ686153	EV71/Homo_sapiens/VNM/193/2011		2011-10-06	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/195/2011	KJ686230	EV71/Homo_sapiens/VNM/195/2011		2011-10-07	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/196/2011	KJ686154	EV71/Homo_sapiens/VNM/196/2011		2011-10-07	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/197/2011	KJ686145	EV71/Homo_sapiens/VNM/197/2011		2011-10-10	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/198/2011	KJ686190	EV71/Homo_sapiens/VNM/198/2011		2011-10-10	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/199/2011	KJ686187	EV71/Homo_sapiens/VNM/199/2011		2011-10-12	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/2/2011	KJ686177	EV71/Homo_sapiens/VNM/2/2011		2011-08-30	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/200/2011	KJ686133	EV71/Homo_sapiens/VNM/200/2011		2011-10-14	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/202/2011	KJ686208	EV71/Homo_sapiens/VNM/202/2011		2011-10-14	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/205/2011	KJ686198	EV71/Homo_sapiens/VNM/205/2011		2011-10-20	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/206/2011	KJ686233	EV71/Homo_sapiens/VNM/206/2011		2011-10-23	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/208/2011	KJ686294	EV71/Homo_sapiens/VNM/208/2011		2011-10-25	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/209/2011	KJ686278	EV71/Homo_sapiens/VNM/209/2011		2011-10-26	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/210/2011	KJ686231	EV71/Homo_sapiens/VNM/210/2011		2011-10-31	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/211/2011	KJ686290	EV71/Homo_sapiens/VNM/211/2011		2011-11-04	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/212/2011	KJ686237	EV71/Homo_sapiens/VNM/212/2011		2011-11-05	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/213/2011	KJ686141	EV71/Homo_sapiens/VNM/213/2011		2011-11-06	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/215/2011	KJ686307	EV71/Homo_sapiens/VNM/215/2011		2011-11-10	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/216/2011	KJ686304	EV71/Homo_sapiens/VNM/216/2011		2011-11-12	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/218/2011	KJ686218	EV71/Homo_sapiens/VNM/218/2011		2011-11-14	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/219/2011	KJ686127	EV71/Homo_sapiens/VNM/219/2011		2011-11-17	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/22/2011	KJ686276	EV71/Homo_sapiens/VNM/22/2011		2011-10-24	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/221/2011	KJ686215	EV71/Homo_sapiens/VNM/221/2011		2011-11-22	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/222/2011	KJ686257	EV71/Homo_sapiens/VNM/222/2011		2011-11-22	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/225/2011	KJ686165	EV71/Homo_sapiens/VNM/225/2011		2011-11-26	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/227/2011	KJ686239	EV71/Homo_sapiens/VNM/227/2011		2011-11-30	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/228/2011	KJ686167	EV71/Homo_sapiens/VNM/228/2011		2011-11-30	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/229/2011	KJ686223	EV71/Homo_sapiens/VNM/229/2011		2011-11-30	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/23/2011	KJ686161	EV71/Homo_sapiens/VNM/23/2011		2011-10-24	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/230/2011	KJ686284	EV71/Homo_sapiens/VNM/230/2011		2011-11-30	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/233/2011	KJ686298	EV71/Homo_sapiens/VNM/233/2011		2011-12-02	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/235/2011	KJ686136	EV71/Homo_sapiens/VNM/235/2011		2011-12-04	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/236/2011	KJ686261	EV71/Homo_sapiens/VNM/236/2011		2011-12-04	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/237/2011	KJ686207	EV71/Homo_sapiens/VNM/237/2011		2011-12-04	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/238/2011	KJ686247	EV71/Homo_sapiens/VNM/238/2011		2011-12-05	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/24/2011	KJ686265	EV71/Homo_sapiens/VNM/24/2011		2011-10-25	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/241/2011	KJ686200	EV71/Homo_sapiens/VNM/241/2011		2011-12-05	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/242/2011	KJ686272	EV71/Homo_sapiens/VNM/242/2011		2011-12-06	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/243/2011	KJ686273	EV71/Homo_sapiens/VNM/243/2011		2011-12-07	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/245/2011	KJ686175	EV71/Homo_sapiens/VNM/245/2011		2011-12-13	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/246/2011	KJ686279	EV71/Homo_sapiens/VNM/246/2011		2011-12-13	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/247/2011	KJ686172	EV71/Homo_sapiens/VNM/247/2011		2011-12-14	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/249/2011	KJ686143	EV71/Homo_sapiens/VNM/249/2011		2011-12-23	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/25/2011	KJ686185	EV71/Homo_sapiens/VNM/25/2011		2011-10-29	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/250/2011	KJ686255	EV71/Homo_sapiens/VNM/250/2011		2011-12-23	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/26/2011	KJ686217	EV71/Homo_sapiens/VNM/26/2011		2011-10-29	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/27/2011	KJ686221	EV71/Homo_sapiens/VNM/27/2011		2011-11-10	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/28/2011	KJ686227	EV71/Homo_sapiens/VNM/28/2011		2011-11-14	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/29/2011	KJ686171	EV71/Homo_sapiens/VNM/29/2011		2011-11-14	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/3/2011	KJ686212	EV71/Homo_sapiens/VNM/3/2011		2011-09-15	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/31/2011	KJ686228	EV71/Homo_sapiens/VNM/31/2011		2011-11-26	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/32/2011	KJ686188	EV71/Homo_sapiens/VNM/32/2011		2011-11-27	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/33/2011	KJ686204	EV71/Homo_sapiens/VNM/33/2011		2011-11-30	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/34/2011	KJ686303	EV71/Homo_sapiens/VNM/34/2011		2011-12-08	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/35/2011	KJ686142	EV71/Homo_sapiens/VNM/35/2011		2011-12-09	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/36/2011	KJ686260	EV71/Homo_sapiens/VNM/36/2011		2011-12-16	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/37/2011	KJ686184	EV71/Homo_sapiens/VNM/37/2011		2011-12-16	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/38/2011	KJ686288	EV71/Homo_sapiens/VNM/38/2011		2011-12-18	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/39/2011	KJ686147	EV71/Homo_sapiens/VNM/39/2011		2011-12-23	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/4/2011	KJ686229	EV71/Homo_sapiens/VNM/4/2011		2011-09-18	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/40/2011	KJ686186	EV71/Homo_sapiens/VNM/40/2011		2011-12-24	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/41/2011	KJ686166	EV71/Homo_sapiens/VNM/41/2011		2011-12-28	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/42/2011	KJ686258	EV71/Homo_sapiens/VNM/42/2011		2011-12-29	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/43/2012	KJ686139	EV71/Homo_sapiens/VNM/43/2012		2012-01-01	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/44/2012	KJ686240	EV71/Homo_sapiens/VNM/44/2012		2012-01-01	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/45/2012	KJ686291	EV71/Homo_sapiens/VNM/45/2012		2012-01-06	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/46/2012	KJ686160	EV71/Homo_sapiens/VNM/46/2012		2012-01-13	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/47/2012	KJ686269	EV71/Homo_sapiens/VNM/47/2012		2012-01-13	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/49/2012	KJ686274	EV71/Homo_sapiens/VNM/49/2012		2012-01-17	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/5/2011	KJ686191	EV71/Homo_sapiens/VNM/5/2011		2011-09-26	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/50/2012	KJ686285	EV71/Homo_sapiens/VNM/50/2012		2012-01-18	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/51/2012	KJ686206	EV71/Homo_sapiens/VNM/51/2012		2012-01-19	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/52/2012	KJ686251	EV71/Homo_sapiens/VNM/52/2012		2012-01-22	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/53/2012	KJ686262	EV71/Homo_sapiens/VNM/53/2012		2012-01-25	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/54/2012	KJ686148	EV71/Homo_sapiens/VNM/54/2012		2012-01-27	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/55/2012	KJ686283	EV71/Homo_sapiens/VNM/55/2012		2012-02-01	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/57/2012	KJ686149	EV71/Homo_sapiens/VNM/57/2012		2012-02-03	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/58/2012	KJ686259	EV71/Homo_sapiens/VNM/58/2012		2012-02-04	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/59/2012	KJ686306	EV71/Homo_sapiens/VNM/59/2012		2012-02-06	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/6/2011	KJ686183	EV71/Homo_sapiens/VNM/6/2011		2011-09-26	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/61/2012	KJ686243	EV71/Homo_sapiens/VNM/61/2012		2012-02-06	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/62/2012	KJ686302	EV71/Homo_sapiens/VNM/62/2012		2012-02-07	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/63/2012	KJ686305	EV71/Homo_sapiens/VNM/63/2012		2012-02-07	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/64/2012	KJ686197	EV71/Homo_sapiens/VNM/64/2012		2012-02-13	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/66/2012	KJ686213	EV71/Homo_sapiens/VNM/66/2012		2012-02-14	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/67/2012	KJ686203	EV71/Homo_sapiens/VNM/67/2012		2012-02-15	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/7/2011	KJ686238	EV71/Homo_sapiens/VNM/7/2011		2011-09-29	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/71/2012	KJ686194	EV71/Homo_sapiens/VNM/71/2012		2012-02-23	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/72/2012	KJ686281	EV71/Homo_sapiens/VNM/72/2012		2012-02-24	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/73/2012	KJ686244	EV71/Homo_sapiens/VNM/73/2012		2012-02-26	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/75/2012	KJ686135	EV71/Homo_sapiens/VNM/75/2012		2012-02-27	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/77/2012	KJ686256	EV71/Homo_sapiens/VNM/77/2012		2012-02-28	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/78/2012	KJ686268	EV71/Homo_sapiens/VNM/78/2012		2012-02-29	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/79/2012	KJ686292	EV71/Homo_sapiens/VNM/79/2012		2012-02-29	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/8/2011	KJ686169	EV71/Homo_sapiens/VNM/8/2011		2011-10-07	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/80/2012	KJ686130	EV71/Homo_sapiens/VNM/80/2012		2012-03-01	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/89/2012	KJ686280	EV71/Homo_sapiens/VNM/89/2012		2012-03-08	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/9/2011	KJ686182	EV71/Homo_sapiens/VNM/9/2011		2011-10-10	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/90/2012	KJ686245	EV71/Homo_sapiens/VNM/90/2012		2012-03-09	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/91/2012	KJ686210	EV71/Homo_sapiens/VNM/91/2012		2012-03-13	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/93/2012	KJ686170	EV71/Homo_sapiens/VNM/93/2012		2012-03-17	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/94/2012	KJ686144	EV71/Homo_sapiens/VNM/94/2012		2012-03-18	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/96/2012	KJ686202	EV71/Homo_sapiens/VNM/96/2012		2012-03-19	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/97/2012	KJ686180	EV71/Homo_sapiens/VNM/97/2012		2012-03-20	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/98/2012	KJ686235	EV71/Homo_sapiens/VNM/98/2012		2012-03-22	Human	Viet Nam		Enterovirus_A71
EV71/Homo_sapiens/VNM/99/2012	KJ686286	EV71/Homo_sapiens/VNM/99/2012		2012-03-25	Human	Viet Nam		Enterovirus_A71
EV71/Hubei_XF/CHN/2010	JQ804832	EV71/Hubei_XF/CHN/2010		2010-09-01	Human	China	C4	Enterovirus_A71
EV71/Hun11_32/2011	KJ004552	EV71/Hun11_32/2011		2011-XX-XX	Human	China	C4	Enterovirus_A71
EV71/Hun11_4/2011	KJ004553	EV71/Hun11_4/2011		2011-XX-XX	Human	China	C4	Enterovirus_A71
EV71/Hun12_10/2012	KJ004555	EV71/Hun12_10/2012		2012-XX-XX	Human	China	C4	Enterovirus_A71
EV71/Hun12_14/2012	KJ004554	EV71/Hun12_14/2012		2012-XX-XX	Human	China	C4	Enterovirus_A71
EV71/Jinan1002	JQ074187	EV71/Jinan1002		2010-07-XX	Human	China		Enterovirus_A71
EV71/Jinan1004	JQ074188	EV71/Jinan1004		2010-07-XX	Human	China		Enterovirus_A71
EV71/Jinan1005	JQ074189	EV71/Jinan1005		2010-07-XX	Human	China		Enterovirus_A71
EV71/Jinan1006	JQ074190	EV71/Jinan1006		2010-07-XX	Human	China		Enterovirus_A71
EV71/JN200803	JF913464	EV71/JN200803		2008-07-XX	Human	China		Enterovirus_A71
EV71/JN200804	HQ825317	EV71/JN200804		2008-07-XX	Human	China		Enterovirus_A71
EV71/Lanzhou01	GU396280	EV71/Lanzhou01		2009-XX-XX	Human	China	C	Enterovirus_A71
EV71/Ningbo.CHN/001/2010	JN864018	EV71/Ningbo.CHN/001/2010		2010-XX-XX	Human	China	C4	Enterovirus_A71
EV71/Ningbo.CHN/002/2010	JN864019	EV71/Ningbo.CHN/002/2010		2010-XX-XX	Human	China	C4	Enterovirus_A71
EV71/Ningbo.CHN/061/2011	JQ086366	EV71/Ningbo.CHN/061/2011		2011-XX-XX	Human	China	C4	Enterovirus_A71
EV71/Ningbo.CHN/065/2010	JF830007	EV71/Ningbo.CHN/065/2010		2010-06-XX	Human	China		Enterovirus_A71
EV71/Ningbo.CHN/069/2010	JN864020	EV71/Ningbo.CHN/069/2010		2010-XX-XX	Human	China	C4	Enterovirus_A71
